time_ps,mem_init,accepted,x_hex,y_hex,h_hex
9445000,1,1,400ccccc,3fc62378,3d4ccccd
9455000,1,1,400ccccc,3fc62378,3d4ccccd
9465000,1,1,400ccccc,3fc62378,3d4ccccd
9475000,1,1,400ccccc,3fc62378,3d4ccccd
9485000,1,1,400ccccc,3fc62378,3d4ccccd
9495000,1,1,400ccccc,3fc62378,3d4ccccd
9505000,1,1,400ccccc,3fc62378,3d4ccccd
9515000,1,1,400ccccc,3fc62378,3d4ccccd
9525000,1,1,400ccccc,3fc62378,3d4ccccd
9535000,1,1,400ccccc,3fc62378,3d4ccccd
9545000,1,1,400ccccc,3fc62378,3d4ccccd
9555000,1,1,400ccccc,3fc62378,3d4ccccd
9565000,1,1,400ccccc,3fc62378,3d4ccccd
9575000,1,1,400ccccc,3fc62378,3d4ccccd
9585000,1,1,400ccccc,3fc62378,3d4ccccd
9595000,1,1,400ccccc,3fc62378,3d4ccccd
9605000,1,1,400ccccc,3fc62378,3d4ccccd
9615000,1,1,400ccccc,3fc62378,3d4ccccd
9625000,1,1,400ccccc,3fc62378,3d4ccccd
9635000,1,1,400ccccc,3fc62378,3d4ccccd
9645000,1,1,400ccccc,3fc62378,3d4ccccd
9655000,1,1,400ccccc,3fc62378,3d4ccccd
9665000,1,1,400ccccc,3fc62378,3d4ccccd
9675000,1,1,400ccccc,3fc62378,3d4ccccd
9685000,1,1,400ccccc,3fc62378,3d4ccccd
9695000,1,1,400ccccc,3fc62378,3d4ccccd
9705000,1,1,400ccccc,3fc62378,3d4ccccd
9715000,1,1,400ccccc,3fc62378,3d4ccccd
9725000,1,1,400ccccc,3fc62378,3d4ccccd
9735000,1,1,400ccccc,3fc62378,3d4ccccd
9745000,1,1,400ccccc,3fc62378,3d4ccccd
9755000,1,1,400ccccc,3fc62378,3d4ccccd
9765000,1,1,400ccccc,3fc62378,3d4ccccd
9775000,1,1,400ccccc,3fc62378,3d4ccccd
9785000,1,1,400ccccc,3fc62378,3d4ccccd
9795000,1,1,400ccccc,3fc62378,3d4ccccd
9805000,1,1,400ccccc,3fc62378,3d4ccccd
9815000,1,1,400ccccc,3fc62378,3d4ccccd
9825000,1,1,400ccccc,3fc62378,3d4ccccd
9835000,1,1,400ccccc,3fc62378,3d4ccccd
9845000,1,1,400ccccc,3fc62378,3d4ccccd
9855000,1,1,400ccccc,3fc62378,3d4ccccd
9865000,1,1,400ccccc,3fc62378,3d4ccccd
9875000,1,1,400ccccc,3fc62378,3d4ccccd
9885000,1,1,400ccccc,3fc62378,3d4ccccd
9895000,1,1,400ccccc,3fc62378,3d4ccccd
9905000,1,1,400ccccc,3fc62378,3d4ccccd
9915000,1,1,400ccccc,3fc62378,3d4ccccd
9925000,1,1,400ccccc,3fc62378,3d4ccccd
9935000,1,1,400ccccc,3fc62378,3d4ccccd
9945000,1,1,400ccccc,3fc62378,3d4ccccd
9955000,1,1,400ccccc,3fc62378,3d4ccccd
9965000,1,1,400ccccc,3fc62378,3d4ccccd
9975000,1,1,400ccccc,3fc62378,3d4ccccd
9985000,1,1,400ccccc,3fc62378,3d4ccccd
9995000,1,1,400ccccc,3fc62378,3d4ccccd
10005000,1,1,400ccccc,3fc62378,3d4ccccd
10015000,1,1,400ccccc,3fc62378,3d4ccccd
10025000,1,1,400ccccc,3fc62378,3d4ccccd
10035000,1,1,400ccccc,3fc62378,3d4ccccd
10045000,1,1,400ccccc,3fc62378,3d4ccccd
10055000,1,1,400ccccc,3fc62378,3d4ccccd
10065000,1,1,400ccccc,3fc62378,3d4ccccd
10075000,1,1,400ccccc,3fc62378,3d4ccccd
10085000,1,1,400ccccc,3fc62378,3d4ccccd
10095000,1,1,400ccccc,3fc62378,3d4ccccd
10105000,1,1,400ccccc,3fc62378,3d4ccccd
10115000,1,1,400ccccc,3fc62378,3d4ccccd
