x,y_exact
5.82582582582582553e-01,5.82582582582806152e-01
5.83583583583583532e-01,5.83583583583796139e-01
5.84584584584584621e-01,5.84584584584786904e-01
5.85585585585585600e-01,5.85585585585778001e-01
5.86586586586586578e-01,5.86586586586769543e-01
5.87587587587587556e-01,5.87587587587761639e-01
5.88588588588588535e-01,5.88588588588754069e-01
5.89589589589589624e-01,5.89589589589747054e-01
5.90590590590590603e-01,5.90590590590740372e-01
5.91591591591591581e-01,5.91591591591734023e-01
5.92592592592592560e-01,5.92592592592728118e-01
5.93593593593593538e-01,5.93593593593722435e-01
5.94594594594594628e-01,5.94594594594717196e-01
5.95595595595595606e-01,5.95595595595712179e-01
5.96596596596596584e-01,5.96596596596707496e-01
5.97597597597597563e-01,5.97597597597703034e-01
5.98598598598598541e-01,5.98598598598698906e-01
5.99599599599599631e-01,5.99599599599695110e-01
6.00600600600600609e-01,6.00600600600691426e-01
6.01601601601601588e-01,6.01601601601687963e-01
6.02602602602602566e-01,6.02602602602684723e-01
6.03603603603603545e-01,6.03603603603681704e-01
6.04604604604604634e-01,6.04604604604679019e-01
6.05605605605605612e-01,6.05605605605676334e-01
6.06606606606606591e-01,6.06606606606673870e-01
6.07607607607607569e-01,6.07607607607671518e-01
6.08608608608608659e-01,6.08608608608669499e-01
6.09609609609609637e-01,6.09609609609667480e-01
6.10610610610610616e-01,6.10610610610665683e-01
6.11611611611611594e-01,6.11611611611663997e-01
6.12612612612612573e-01,6.12612612612662422e-01
6.13613613613613662e-01,6.13613613613661069e-01
6.14614614614614641e-01,6.14614614614659716e-01
6.15615615615615619e-01,6.15615615615658474e-01
6.16616616616616597e-01,6.16616616616657343e-01
6.17617617617617576e-01,6.17617617617656323e-01
6.18618618618618665e-01,6.18618618618655525e-01
6.19619619619619644e-01,6.19619619619654727e-01
6.20620620620620622e-01,6.20620620620654040e-01
6.21621621621621601e-01,6.21621621621653353e-01
6.22622622622622579e-01,6.22622622622652777e-01
6.23623623623623669e-01,6.23623623623652423e-01
6.24624624624624647e-01,6.24624624624651958e-01
6.25625625625625625e-01,6.25625625625651605e-01
6.26626626626626604e-01,6.26626626626651362e-01
6.27627627627627582e-01,6.27627627627651119e-01
6.28628628628628672e-01,6.28628628628650987e-01
6.29629629629629650e-01,6.29629629629650966e-01
6.30630630630630629e-01,6.30630630630650835e-01
6.31631631631631607e-01,6.31631631631650814e-01
6.32632632632632586e-01,6.32632632632650904e-01
6.33633633633633675e-01,6.33633633633651105e-01
6.34634634634634653e-01,6.34634634634651196e-01
6.35635635635635632e-01,6.35635635635651397e-01
6.36636636636636610e-01,6.36636636636651598e-01
6.37637637637637589e-01,6.37637637637651800e-01
6.38638638638638678e-01,6.38638638638652223e-01
6.39639639639639657e-01,6.39639639639652535e-01
6.40640640640640635e-01,6.40640640640652848e-01
6.41641641641641614e-01,6.41641641641653271e-01
6.42642642642642592e-01,6.42642642642653694e-01
6.43643643643643681e-01,6.43643643643654229e-01
6.44644644644644660e-01,6.44644644644654652e-01
6.45645645645645638e-01,6.45645645645655186e-01
6.46646646646646617e-01,6.46646646646655721e-01
6.47647647647647595e-01,6.47647647647656255e-01
6.48648648648648685e-01,6.48648648648656900e-01
6.49649649649649663e-01,6.49649649649657435e-01
6.50650650650650642e-01,6.50650650650658080e-01
6.51651651651651620e-01,6.51651651651658725e-01
6.52652652652652598e-01,6.52652652652659371e-01
6.53653653653653688e-01,6.53653653653660127e-01
6.54654654654654666e-01,6.54654654654660773e-01
6.55655655655655645e-01,6.55655655655661418e-01
6.56656656656656623e-01,6.56656656656662174e-01
6.57657657657657602e-01,6.57657657657662820e-01
6.58658658658658691e-01,6.58658658658663687e-01
6.59659659659659670e-01,6.59659659659664444e-01
6.60660660660660648e-01,6.60660660660665200e-01
6.61661661661661626e-01,6.61661661661665956e-01
6.62662662662662605e-01,6.62662662662666713e-01
6.63663663663663694e-01,6.63663663663667580e-01
6.64664664664664673e-01,6.64664664664668337e-01
6.65665665665665651e-01,6.65665665665669204e-01
6.66666666666666630e-01,6.66666666666669960e-01
6.67667667667667608e-01,6.67667667667670828e-01
6.68668668668668698e-01,6.68668668668671695e-01
6.69669669669669676e-01,6.69669669669672563e-01
6.70670670670670654e-01,6.70670670670673430e-01
6.71671671671671633e-01,6.71671671671674186e-01
6.72672672672672611e-01,6.72672672672675054e-01
6.73673673673673701e-01,6.73673673673676032e-01
6.74674674674674679e-01,6.74674674674676900e-01
6.75675675675675658e-01,6.75675675675677767e-01
6.76676676676676636e-01,6.76676676676678635e-01
6.77677677677677726e-01,6.77677677677679613e-01
6.78678678678678704e-01,6.78678678678680480e-01
6.79679679679679682e-01,6.79679679679681459e-01
6.80680680680680661e-01,6.80680680680682326e-01
6.81681681681681639e-01,6.81681681681683194e-01
6.82682682682682729e-01,6.82682682682684172e-01
6.83683683683683707e-01,6.83683683683685151e-01
6.84684684684684686e-01,6.84684684684686018e-01
6.85685685685685664e-01,6.85685685685686996e-01
6.86686686686686643e-01,6.86686686686687864e-01
6.87687687687687732e-01,6.87687687687688953e-01
6.88688688688688710e-01,6.88688688688689821e-01
6.89689689689689689e-01,6.89689689689690799e-01
6.90690690690690667e-01,6.90690690690691667e-01
6.91691691691691646e-01,6.91691691691692645e-01
6.92692692692692735e-01,6.92692692692693623e-01
6.93693693693693714e-01,6.93693693693694602e-01
6.94694694694694692e-01,6.94694694694695469e-01
6.95695695695695671e-01,6.95695695695696448e-01
6.96696696696696649e-01,6.96696696696697426e-01
6.97697697697697738e-01,6.97697697697698405e-01
6.98698698698698717e-01,6.98698698698699383e-01
6.99699699699699695e-01,6.99699699699700361e-01
7.00700700700700674e-01,7.00700700700701229e-01
7.01701701701701652e-01,7.01701701701702207e-01
7.02702702702702742e-01,7.02702702702703297e-01
7.03703703703703720e-01,7.03703703703704275e-01
7.04704704704704699e-01,7.04704704704705143e-01
7.05705705705705677e-01,7.05705705705706121e-01
7.06706706706706655e-01,7.06706706706707100e-01
7.07707707707707745e-01,7.07707707707708189e-01
7.08708708708708723e-01,7.08708708708709167e-01
7.09709709709709702e-01,7.09709709709710035e-01
7.10710710710710680e-01,7.10710710710711013e-01
7.11711711711711659e-01,7.11711711711711992e-01
7.12712712712712748e-01,7.12712712712713081e-01
7.13713713713713727e-01,7.13713713713714060e-01
7.14714714714714705e-01,7.14714714714715038e-01
7.15715715715715683e-01,7.15715715715716017e-01
7.16716716716716662e-01,7.16716716716716884e-01
7.17717717717717751e-01,7.17717717717717973e-01
7.18718718718718730e-01,7.18718718718718952e-01
7.19719719719719708e-01,7.19719719719719930e-01
7.20720720720720687e-01,7.20720720720720909e-01
7.21721721721721665e-01,7.21721721721721887e-01
7.22722722722722755e-01,7.22722722722722977e-01
7.23723723723723733e-01,7.23723723723723955e-01
7.24724724724724711e-01,7.24724724724724934e-01
7.25725725725725690e-01,7.25725725725725912e-01
7.26726726726726668e-01,7.26726726726726779e-01
7.27727727727727758e-01,7.27727727727727869e-01
7.28728728728728736e-01,7.28728728728728847e-01
7.29729729729729715e-01,7.29729729729729826e-01
7.30730730730730693e-01,7.30730730730730804e-01
7.31731731731731672e-01,7.31731731731731783e-01
7.32732732732732761e-01,7.32732732732732872e-01
7.33733733733733740e-01,7.33733733733733851e-01
7.34734734734734718e-01,7.34734734734734829e-01
7.35735735735735696e-01,7.35735735735735807e-01
7.36736736736736786e-01,7.36736736736736897e-01
7.37737737737737764e-01,7.37737737737737875e-01
7.38738738738738743e-01,7.38738738738738854e-01
7.39739739739739721e-01,7.39739739739739832e-01
7.40740740740740700e-01,7.40740740740740811e-01
7.41741741741741789e-01,7.41741741741741900e-01
7.42742742742742768e-01,7.42742742742742879e-01
7.43743743743743746e-01,7.43743743743743857e-01
7.44744744744744724e-01,7.44744744744744835e-01
7.45745745745745703e-01,7.45745745745745814e-01
7.46746746746746792e-01,7.46746746746746903e-01
7.47747747747747771e-01,7.47747747747747882e-01
7.48748748748748749e-01,7.48748748748748749e-01
7.49749749749749728e-01,7.49749749749749728e-01
7.50750750750750706e-01,7.50750750750750706e-01
7.51751751751751796e-01,7.51751751751751796e-01
7.52752752752752774e-01,7.52752752752752774e-01
7.53753753753753752e-01,7.53753753753753752e-01
7.54754754754754731e-01,7.54754754754754731e-01
7.55755755755755709e-01,7.55755755755755709e-01
7.56756756756756799e-01,7.56756756756756799e-01
7.57757757757757777e-01,7.57757757757757777e-01
7.58758758758758756e-01,7.58758758758758756e-01
7.59759759759759734e-01,7.59759759759759734e-01
7.60760760760760713e-01,7.60760760760760713e-01
7.61761761761761802e-01,7.61761761761761802e-01
7.62762762762762780e-01,7.62762762762762780e-01
7.63763763763763759e-01,7.63763763763763759e-01
7.64764764764764737e-01,7.64764764764764737e-01
7.65765765765765716e-01,7.65765765765765716e-01
7.66766766766766805e-01,7.66766766766766805e-01
7.67767767767767784e-01,7.67767767767767784e-01
7.68768768768768762e-01,7.68768768768768762e-01
7.69769769769769741e-01,7.69769769769769741e-01
7.70770770770770719e-01,7.70770770770770719e-01
7.71771771771771808e-01,7.71771771771771808e-01
7.72772772772772787e-01,7.72772772772772787e-01
7.73773773773773765e-01,7.73773773773773765e-01
7.74774774774774744e-01,7.74774774774774744e-01
7.75775775775775722e-01,7.75775775775775722e-01
7.76776776776776812e-01,7.76776776776776812e-01
7.77777777777777790e-01,7.77777777777777790e-01
7.78778778778778769e-01,7.78778778778778769e-01
7.79779779779779747e-01,7.79779779779779747e-01
7.80780780780780725e-01,7.80780780780780725e-01
7.81781781781781815e-01,7.81781781781781815e-01
7.82782782782782793e-01,7.82782782782782793e-01
7.83783783783783772e-01,7.83783783783783772e-01
7.84784784784784750e-01,7.84784784784784750e-01
7.85785785785785729e-01,7.85785785785785729e-01
7.86786786786786818e-01,7.86786786786786818e-01
7.87787787787787797e-01,7.87787787787787797e-01
7.88788788788788775e-01,7.88788788788788775e-01
7.89789789789789753e-01,7.89789789789789753e-01
7.90790790790790732e-01,7.90790790790790732e-01
7.91791791791791821e-01,7.91791791791791821e-01
7.92792792792792800e-01,7.92792792792792800e-01
7.93793793793793778e-01,7.93793793793793778e-01
7.94794794794794757e-01,7.94794794794794757e-01
7.95795795795795735e-01,7.95795795795795735e-01
7.96796796796796825e-01,7.96796796796796825e-01
7.97797797797797803e-01,7.97797797797797803e-01
7.98798798798798781e-01,7.98798798798798781e-01
7.99799799799799760e-01,7.99799799799799760e-01
8.00800800800800738e-01,8.00800800800800738e-01
8.01801801801801828e-01,8.01801801801801828e-01
8.02802802802802806e-01,8.02802802802802806e-01
8.03803803803803785e-01,8.03803803803803785e-01
8.04804804804804763e-01,8.04804804804804763e-01
8.05805805805805853e-01,8.05805805805805853e-01
8.06806806806806831e-01,8.06806806806806831e-01
8.07807807807807809e-01,8.07807807807807809e-01
8.08808808808808788e-01,8.08808808808808788e-01
8.09809809809809766e-01,8.09809809809809766e-01
8.10810810810810856e-01,8.10810810810810856e-01
8.11811811811811834e-01,8.11811811811811834e-01
8.12812812812812813e-01,8.12812812812812813e-01
8.13813813813813791e-01,8.13813813813813791e-01
8.14814814814814770e-01,8.14814814814814770e-01
8.15815815815815859e-01,8.15815815815815859e-01
8.16816816816816837e-01,8.16816816816816837e-01
8.17817817817817816e-01,8.17817817817817816e-01
8.18818818818818794e-01,8.18818818818818794e-01
8.19819819819819773e-01,8.19819819819819773e-01
8.20820820820820862e-01,8.20820820820820862e-01
8.21821821821821841e-01,8.21821821821821841e-01
8.22822822822822819e-01,8.22822822822822819e-01
8.23823823823823798e-01,8.23823823823823798e-01
8.24824824824824776e-01,8.24824824824824776e-01
8.25825825825825866e-01,8.25825825825825866e-01
8.26826826826826844e-01,8.26826826826826844e-01
8.27827827827827822e-01,8.27827827827827822e-01
8.28828828828828801e-01,8.28828828828828801e-01
8.29829829829829779e-01,8.29829829829829779e-01
8.30830830830830869e-01,8.30830830830830869e-01
8.31831831831831847e-01,8.31831831831831847e-01
8.32832832832832826e-01,8.32832832832832826e-01
8.33833833833833804e-01,8.33833833833833804e-01
8.34834834834834782e-01,8.34834834834834782e-01
8.35835835835835872e-01,8.35835835835835872e-01
8.36836836836836850e-01,8.36836836836836850e-01
8.37837837837837829e-01,8.37837837837837829e-01
8.38838838838838807e-01,8.38838838838838807e-01
8.39839839839839786e-01,8.39839839839839786e-01
8.40840840840840875e-01,8.40840840840840875e-01
8.41841841841841854e-01,8.41841841841841854e-01
8.42842842842842832e-01,8.42842842842842832e-01
8.43843843843843811e-01,8.43843843843843811e-01
8.44844844844844789e-01,8.44844844844844789e-01
8.45845845845845878e-01,8.45845845845845878e-01
8.46846846846846857e-01,8.46846846846846857e-01
8.47847847847847835e-01,8.47847847847847835e-01
8.48848848848848814e-01,8.48848848848848814e-01
8.49849849849849792e-01,8.49849849849849792e-01
8.50850850850850882e-01,8.50850850850850882e-01
8.51851851851851860e-01,8.51851851851851860e-01
8.52852852852852839e-01,8.52852852852852839e-01
8.53853853853853817e-01,8.53853853853853817e-01
8.54854854854854795e-01,8.54854854854854795e-01
8.55855855855855885e-01,8.55855855855855885e-01
8.56856856856856863e-01,8.56856856856856863e-01
8.57857857857857842e-01,8.57857857857857842e-01
8.58858858858858820e-01,8.58858858858858820e-01
8.59859859859859799e-01,8.59859859859859799e-01
8.60860860860860888e-01,8.60860860860860888e-01
8.61861861861861867e-01,8.61861861861861867e-01
8.62862862862862845e-01,8.62862862862862845e-01
8.63863863863863823e-01,8.63863863863863823e-01
8.64864864864864913e-01,8.64864864864864913e-01
8.65865865865865891e-01,8.65865865865865891e-01
8.66866866866866870e-01,8.66866866866866870e-01
8.67867867867867848e-01,8.67867867867867848e-01
8.68868868868868827e-01,8.68868868868868827e-01
8.69869869869869916e-01,8.69869869869869916e-01
8.70870870870870895e-01,8.70870870870870895e-01
8.71871871871871873e-01,8.71871871871871873e-01
8.72872872872872851e-01,8.72872872872872851e-01
8.73873873873873830e-01,8.73873873873873830e-01
8.74874874874874919e-01,8.74874874874874919e-01
8.75875875875875898e-01,8.75875875875875898e-01
8.76876876876876876e-01,8.76876876876876876e-01
8.77877877877877855e-01,8.77877877877877855e-01
8.78878878878878833e-01,8.78878878878878833e-01
8.79879879879879923e-01,8.79879879879879923e-01
8.80880880880880901e-01,8.80880880880880901e-01
8.81881881881881879e-01,8.81881881881881879e-01
8.82882882882882858e-01,8.82882882882882858e-01
8.83883883883883836e-01,8.83883883883883836e-01
8.84884884884884926e-01,8.84884884884884926e-01
8.85885885885885904e-01,8.85885885885885904e-01
8.86886886886886883e-01,8.86886886886886883e-01
8.87887887887887861e-01,8.87887887887887861e-01
8.88888888888888840e-01,8.88888888888888840e-01
8.89889889889889929e-01,8.89889889889889929e-01
8.90890890890890907e-01,8.90890890890890907e-01
8.91891891891891886e-01,8.91891891891891886e-01
8.92892892892892864e-01,8.92892892892892864e-01
8.93893893893893843e-01,8.93893893893893843e-01
8.94894894894894932e-01,8.94894894894894932e-01
8.95895895895895911e-01,8.95895895895895911e-01
8.96896896896896889e-01,8.96896896896896889e-01
8.97897897897897868e-01,8.97897897897897868e-01
8.98898898898898846e-01,8.98898898898898846e-01
8.99899899899899935e-01,8.99899899899899935e-01
9.00900900900900914e-01,9.00900900900900914e-01
9.01901901901901892e-01,9.01901901901901892e-01
9.02902902902902871e-01,9.02902902902902871e-01
9.03903903903903849e-01,9.03903903903903849e-01
9.04904904904904939e-01,9.04904904904904939e-01
9.05905905905905917e-01,9.05905905905905917e-01
9.06906906906906896e-01,9.06906906906906896e-01
9.07907907907907874e-01,9.07907907907907874e-01
9.08908908908908852e-01,9.08908908908908852e-01
9.09909909909909942e-01,9.09909909909909942e-01
9.10910910910910920e-01,9.10910910910910920e-01
9.11911911911911899e-01,9.11911911911911899e-01
9.12912912912912877e-01,9.12912912912912877e-01
9.13913913913913856e-01,9.13913913913913856e-01
9.14914914914914945e-01,9.14914914914914945e-01
9.15915915915915924e-01,9.15915915915915924e-01
9.16916916916916902e-01,9.16916916916916902e-01
9.17917917917917880e-01,9.17917917917917880e-01
9.18918918918918859e-01,9.18918918918918859e-01
9.19919919919919948e-01,9.19919919919919948e-01
9.20920920920920927e-01,9.20920920920920927e-01
9.21921921921921905e-01,9.21921921921921905e-01
9.22922922922922884e-01,9.22922922922922884e-01
9.23923923923923862e-01,9.23923923923923862e-01
9.24924924924924952e-01,9.24924924924924952e-01
9.25925925925925930e-01,9.25925925925925930e-01
9.26926926926926908e-01,9.26926926926926908e-01
9.27927927927927887e-01,9.27927927927927887e-01
9.28928928928928865e-01,9.28928928928928865e-01
9.29929929929929955e-01,9.29929929929929955e-01
9.30930930930930933e-01,9.30930930930930933e-01
9.31931931931931912e-01,9.31931931931931912e-01
9.32932932932932890e-01,9.32932932932932890e-01
9.33933933933933980e-01,9.33933933933933980e-01
9.34934934934934958e-01,9.34934934934934958e-01
9.35935935935935936e-01,9.35935935935935936e-01
9.36936936936936915e-01,9.36936936936936915e-01
9.37937937937937893e-01,9.37937937937937893e-01
9.38938938938938983e-01,9.38938938938938983e-01
9.39939939939939961e-01,9.39939939939939961e-01
9.40940940940940940e-01,9.40940940940940940e-01
9.41941941941941918e-01,9.41941941941941918e-01
9.42942942942942897e-01,9.42942942942942897e-01
9.43943943943943986e-01,9.43943943943943986e-01
9.44944944944944965e-01,9.44944944944944965e-01
9.45945945945945943e-01,9.45945945945945943e-01
9.46946946946946921e-01,9.46946946946946921e-01
9.47947947947947900e-01,9.47947947947947900e-01
9.48948948948948989e-01,9.48948948948948989e-01
9.49949949949949968e-01,9.49949949949949968e-01
9.50950950950950946e-01,9.50950950950950946e-01
9.51951951951951925e-01,9.51951951951951925e-01
9.52952952952952903e-01,9.52952952952952903e-01
9.53953953953953993e-01,9.53953953953953993e-01
9.54954954954954971e-01,9.54954954954954971e-01
9.55955955955955949e-01,9.55955955955955949e-01
9.56956956956956928e-01,9.56956956956956928e-01
9.57957957957957906e-01,9.57957957957957906e-01
9.58958958958958996e-01,9.58958958958958996e-01
9.59959959959959974e-01,9.59959959959959974e-01
9.60960960960960953e-01,9.60960960960960953e-01
9.61961961961961931e-01,9.61961961961961931e-01
9.62962962962962910e-01,9.62962962962962910e-01
9.63963963963963999e-01,9.63963963963963999e-01
9.64964964964964977e-01,9.64964964964964977e-01
9.65965965965965956e-01,9.65965965965965956e-01
9.66966966966966934e-01,9.66966966966966934e-01
9.67967967967967913e-01,9.67967967967967913e-01
9.68968968968969002e-01,9.68968968968969002e-01
9.69969969969969981e-01,9.69969969969969981e-01
9.70970970970970959e-01,9.70970970970970959e-01
9.71971971971971938e-01,9.71971971971971938e-01
9.72972972972972916e-01,9.72972972972972916e-01
9.73973973973974005e-01,9.73973973973974005e-01
9.74974974974974984e-01,9.74974974974974984e-01
9.75975975975975962e-01,9.75975975975975962e-01
9.76976976976976941e-01,9.76976976976976941e-01
9.77977977977977919e-01,9.77977977977977919e-01
9.78978978978979009e-01,9.78978978978979009e-01
9.79979979979979987e-01,9.79979979979979987e-01
9.80980980980980966e-01,9.80980980980980966e-01
9.81981981981981944e-01,9.81981981981981944e-01
9.82982982982982922e-01,9.82982982982982922e-01
9.83983983983984012e-01,9.83983983983984012e-01
9.84984984984984990e-01,9.84984984984984990e-01
9.85985985985985969e-01,9.85985985985985969e-01
9.86986986986986947e-01,9.86986986986986947e-01
9.87987987987987926e-01,9.87987987987987926e-01
9.88988988988989015e-01,9.88988988988989015e-01
9.89989989989989994e-01,9.89989989989989994e-01
9.90990990990990972e-01,9.90990990990990972e-01
9.91991991991991950e-01,9.91991991991991950e-01
9.92992992992993040e-01,9.92992992992993040e-01
9.93993993993994018e-01,9.93993993993994018e-01
9.94994994994994997e-01,9.94994994994994997e-01
9.95995995995995975e-01,9.95995995995995975e-01
9.96996996996996954e-01,9.96996996996996954e-01
9.97997997997998043e-01,9.97997997997998043e-01
9.98998998998999022e-01,9.98998998998999022e-01
1.00000000000000000e+00,1.00000000000000000e+00
